Time,Setpoint,ProcessValue,Output,Mode,State,ErrorBits
2019-02-14T10:46:45.101Z,31,23.668981552124023,100,3,3,0
2019-02-14T10:46:50.619Z,31,24.406827926635742,100,3,3,0
2019-02-14T10:46:55.624Z,31,24.493633270263672,100,3,3,0
2019-02-14T10:47:01.292Z,35,23.509838104248047,51.86767578125,3,3,0
2019-02-14T10:47:06.630Z,35,24.82638931274414,65.71023559570312,3,3,0
2019-02-14T10:47:11.647Z,35,24.551504135131836,79.46379089355469,3,3,0
2019-02-14T10:47:17.117Z,35,23.4375,96.52169036865234,3,3,0
2019-02-14T10:47:22.149Z,35,23.726850509643555,100,3,3,0
2019-02-14T10:47:27.281Z,35,23.900463104248047,100,3,3,0
2019-02-14T10:47:32.840Z,35,24.233217239379883,100,3,3,0
2019-02-14T10:47:38.344Z,35,23.582176208496094,100,3,3,0
2019-02-14T10:47:43.827Z,35,23.91493034362793,100,3,3,0
2019-02-14T10:47:49.152Z,35,23.842592239379883,100,3,3,0
2019-02-14T10:47:54.664Z,35,24.26215171813965,100,3,3,0
2019-02-14T10:48:00.165Z,35,23.943864822387695,100,3,3,0
2019-02-14T10:48:05.173Z,35,23.958332061767578,100,3,3,0
2019-02-14T10:48:10.193Z,35,24.103008270263672,100,3,3,0
2019-02-14T10:48:15.355Z,35,24.016202926635742,100,3,3,0
2019-02-14T10:48:20.669Z,35,24.160879135131836,100,3,3,0
2019-02-14T10:48:25.670Z,35,23.900463104248047,100,3,3,0
2019-02-14T10:48:30.676Z,35,24.1898136138916,100,3,3,0
2019-02-14T10:48:35.679Z,35,24.233217239379883,100,3,3,0
2019-02-14T10:48:40.910Z,35,24.26215171813965,100,3,3,0
2019-02-14T10:48:46.181Z,35,23.770254135131836,100,3,3,0
2019-02-14T10:48:51.224Z,35,23.668981552124023,100,3,3,0
2019-02-14T10:48:56.721Z,35,24.30555534362793,100,3,3,0
2019-02-14T10:49:01.971Z,35,24.276620864868164,100,3,3,0
2019-02-14T10:49:07.241Z,35,23.7991886138916,100,3,3,0
2019-02-14T10:49:12.292Z,35,23.69791603088379,100,3,3,0
2019-02-14T10:49:17.423Z,35,23.596643447875977,100,3,3,0
2019-02-14T10:49:22.980Z,35,24.276620864868164,100,3,3,0
2019-02-14T10:49:28.260Z,35,23.813657760620117,100,3,3,0
2019-02-14T10:49:33.270Z,35,23.625577926635742,100,3,3,0
2019-02-14T10:49:38.425Z,35,23.813657760620117,100,3,3,0
2019-02-14T10:49:43.775Z,35,24.233217239379883,100,3,3,0
2019-02-14T10:49:48.814Z,35,24.08854103088379,100,3,3,0
2019-02-14T10:49:54.008Z,35,24.04513931274414,100,3,3,0
2019-02-14T10:49:59.357Z,35,24.04513931274414,100,3,3,0
2019-02-14T10:50:04.853Z,35,23.813657760620117,100,3,3,0
2019-02-14T10:50:09.853Z,35,-0.11574073880910873,100,3,3,0
2019-02-14T10:50:15.343Z,35,-0.11574073880910873,100,3,3,0
2019-02-14T10:50:20.373Z,35,-0.11574073880910873,100,3,3,0
2019-02-14T10:50:25.382Z,35,-0.11574073880910873,100,3,3,0
2019-02-14T10:50:30.435Z,35,-0.11574073880910873,100,3,3,0
2019-02-14T10:50:35.669Z,35,-0.11574073880910873,100,3,3,0
2019-02-14T10:50:41.024Z,35,-0.11574073880910873,100,3,3,0
2019-02-14T10:50:46.546Z,35,-0.11574073880910873,100,3,3,0
2019-02-14T10:50:52.111Z,35,-0.11574073880910873,100,3,3,0
2019-02-14T10:50:57.559Z,35,-0.11574073880910873,100,3,3,0
2019-02-14T10:51:02.592Z,35,-0.11574073880910873,100,3,3,0
2019-02-14T10:51:08.282Z,35,-0.11574073880910873,100,3,3,0
2019-02-14T10:51:13.639Z,35,-0.11574073880910873,100,3,3,0
2019-02-14T10:51:18.860Z,35,-0.11574073880910873,100,3,3,0
2019-02-14T10:51:24.270Z,35,-0.11574073880910873,100,3,3,0
2019-02-14T10:51:29.484Z,35,-0.11574073880910873,100,3,3,0
2019-02-14T10:51:34.858Z,35,-0.11574073880910873,100,3,3,0
2019-02-14T10:51:40.142Z,35,-0.11574073880910873,100,3,3,0
2019-02-14T10:51:45.545Z,35,-0.11574073880910873,100,3,3,0
2019-02-14T10:51:51.036Z,35,-0.11574073880910873,100,3,3,0
2019-02-14T10:51:56.137Z,35,-0.11574073880910873,100,3,3,0
2019-02-14T10:52:01.165Z,35,-0.11574073880910873,100,3,3,0
2019-02-14T10:52:06.247Z,35,-0.11574073880910873,100,3,3,0
2019-02-14T10:52:11.308Z,35,-0.11574073880910873,100,3,3,0
2019-02-14T10:52:16.352Z,35,-0.11574073880910873,100,3,3,0
2019-02-14T10:52:21.369Z,35,-0.11574073880910873,100,3,3,0
2019-02-14T10:52:26.427Z,35,-0.11574073880910873,100,3,3,0
2019-02-14T10:52:31.531Z,35,-0.10127314925193787,100,3,3,0
2019-02-14T10:52:36.877Z,35,-0.11574073880910873,100,3,3,0
2019-02-14T10:52:41.915Z,35,-0.11574073880910873,100,3,3,0
2019-02-14T10:52:47.011Z,35,-0.11574073880910873,100,3,3,0
2019-02-14T10:52:52.447Z,35,-0.11574073880910873,100,3,3,0
2019-02-14T10:52:57.583Z,35,-0.11574073880910873,100,3,3,0
2019-02-14T10:53:02.683Z,35,-0.11574073880910873,100,3,3,0
2019-02-14T10:53:07.752Z,35,-0.10127314925193787,100,3,3,0
2019-02-14T10:53:12.848Z,35,-0.11574073880910873,100,3,3,0
2019-02-14T10:53:17.918Z,35,-0.11574073880910873,100,3,3,0
2019-02-14T10:53:22.966Z,35,-0.11574073880910873,100,3,3,0
2019-02-14T10:53:28.024Z,35,-0.11574073880910873,100,3,3,0
